audit_action,audit_reason,certificate,course_code,course_title,depth,link_text,url,canonical_url,source_page,html_title,status
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,Visual Studio Code,https://byui-cse.github.io/wdd131-ww-course/setup-code-editor.html,https://byui-cse.github.io/wdd131-ww-course/setup-code-editor.html,https://byui-cse.github.io/wdd131-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,GitHub Repository,https://byui-cse.github.io/wdd131-ww-course/setup-hosting.html,https://byui-cse.github.io/wdd131-ww-course/setup-hosting.html,https://byui-cse.github.io/wdd131-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,GitHub Pages,https://byui-cse.github.io/wdd131-ww-course/setup-github-pages.html,https://byui-cse.github.io/wdd131-ww-course/setup-github-pages.html,https://byui-cse.github.io/wdd131-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,Microsoft Teams,https://byui-cse.github.io/wdd131-ww-course/setup-msteams.html,https://byui-cse.github.io/wdd131-ww-course/setup-msteams.html,https://byui-cse.github.io/wdd131-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,Naming Conventions,https://byui-cse.github.io/wdd131-ww-course/prepare-naming-conventions.html,https://byui-cse.github.io/wdd131-ww-course/prepare-naming-conventions.html,https://byui-cse.github.io/wdd131-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,HTML and CSS Review,https://byui-cse.github.io/wdd131-ww-course/prepare-layout-review.html,https://byui-cse.github.io/wdd131-ww-course/prepare-layout-review.html,https://byui-cse.github.io/wdd131-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,Introduction to JavaScript,https://byui-cse.github.io/wdd131-ww-course/prepare-javascript-introduction.html,https://byui-cse.github.io/wdd131-ww-course/prepare-javascript-introduction.html,https://byui-cse.github.io/wdd131-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,JavaScript Variables,https://byui-cse.github.io/wdd131-ww-course/prepare-variables.html,https://byui-cse.github.io/wdd131-ww-course/prepare-variables.html,https://byui-cse.github.io/wdd131-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,Home Page,https://byui-cse.github.io/wdd131-ww-course/assignment-01.html,https://byui-cse.github.io/wdd131-ww-course/assignment-01.html,https://byui-cse.github.io/wdd131-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,Website Planning Document,https://byui-cse.github.io/wdd131-ww-course/project-siteplan.html,https://byui-cse.github.io/wdd131-ww-course/project-siteplan.html,https://byui-cse.github.io/wdd131-ww-course/week05,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,HTML Forms,https://byui-cse.github.io/wdd131-ww-course/prepare-forms.html,https://byui-cse.github.io/wdd131-ww-course/prepare-forms.html,https://byui-cse.github.io/wdd131-ww-course/week05,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,JavaScript Callback Functions,https://byui-cse.github.io/wdd131-ww-course/prepare-callback-functions.html,https://byui-cse.github.io/wdd131-ww-course/prepare-callback-functions.html,https://byui-cse.github.io/wdd131-ww-course/week05,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,JavaScript localStorage,https://byui-cse.github.io/wdd131-ww-course/prepare-localStorage.html,https://byui-cse.github.io/wdd131-ww-course/prepare-localStorage.html,https://byui-cse.github.io/wdd131-ww-course/week05,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,Product Review Form,https://byui-cse.github.io/wdd131-ww-course/assignment-05.html,https://byui-cse.github.io/wdd131-ww-course/assignment-05.html,https://byui-cse.github.io/wdd131-ww-course/week05,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,Description,https://byui-cse.github.io/wdd131-ww-course/project-description.html,https://byui-cse.github.io/wdd131-ww-course/project-description.html,https://byui-cse.github.io/wdd131-ww-course/week06,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,4,Exam Preparation,https://byui-cse.github.io/wdd131-ww-course/exam.html,https://byui-cse.github.io/wdd131-ww-course/exam.html,https://byui-cse.github.io/wdd131-ww-course/week07,,fetch_error: HTTP Error 404: Not Found
excluded,duplicate canonical page alias,Web & Computer Programming,WDD 231,Web Frontend Development I,3,Back,https://byui-cse.github.io/wdd231-ww-course/week01/index.html,https://byui-cse.github.io/wdd231-ww-course/week01/,https://byui-cse.github.io/wdd231-ww-course/week01/setup-code-editor.html,WDD 231 | Week 01 | Course Content,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,Course List Array,https://byui-cse.github.io/wdd231-ww-course/week01/courses.js,https://byui-cse.github.io/wdd231-ww-course/week01/courses.js,https://byui-cse.github.io/wdd231-ww-course/week01/assignment-01.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,JSON file,https://byui-cse.github.io/wdd231-ww-course/week02/example.json,https://byui-cse.github.io/wdd231-ww-course/week02/example.json,https://byui-cse.github.io/wdd231-ww-course/week02/prepare-json.html,,ok
excluded,duplicate canonical page alias,Web & Computer Programming,WDD 231,Web Frontend Development I,3,Back,https://byui-cse.github.io/wdd231-ww-course/week02/index.html,https://byui-cse.github.io/wdd231-ww-course/week02/,https://byui-cse.github.io/wdd231-ww-course/week02/prepare-async-await.html,WDD 231 | Week 02 | Course Content,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,report,https://byui-cse.github.io/wdd231-ww-course/images/facebook-report.png,https://byui-cse.github.io/wdd231-ww-course/images/facebook-report.png,https://byui-cse.github.io/wdd231-ww-course/week02/assignment-02.html,,ok
excluded,duplicate canonical page alias,Web & Computer Programming,WDD 231,Web Frontend Development I,3,Back,https://byui-cse.github.io/wdd231-ww-course/week03/index.html,https://byui-cse.github.io/wdd231-ww-course/week03/,https://byui-cse.github.io/wdd231-ww-course/week03/prepare-web-accessibility.html,WDD 231 | Week 03 | Course Content,ok
excluded,duplicate canonical page alias,Web & Computer Programming,WDD 231,Web Frontend Development I,3,Back,https://byui-cse.github.io/wdd231-ww-course/week04/index.html,https://byui-cse.github.io/wdd231-ww-course/week04/,https://byui-cse.github.io/wdd231-ww-course/week04/project-subject.html,WDD 231 | Week 04 | Content,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,start lab folder,https://byui-cse.github.io/wdd231-ww-course/week04/startLab.zip,https://byui-cse.github.io/wdd231-ww-course/week04/startLab.zip,https://byui-cse.github.io/wdd231-ww-course/week04/prepare-modals.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,start lab folder,https://byui-cse.github.io/wdd231-ww-course/week04/startLabTemple.zip,https://byui-cse.github.io/wdd231-ww-course/week04/startLabTemple.zip,https://byui-cse.github.io/wdd231-ww-course/week04/prepare-modals.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,starting file,https://byui-cse.github.io/wdd231-ww-course/week04/startHere.zip,https://byui-cse.github.io/wdd231-ww-course/week04/startHere.zip,https://byui-cse.github.io/wdd231-ww-course/week04/prepare-adv-forms.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,example small screen,https://byui-cse.github.io/wdd231-ww-course/week04/membership-small.webp,https://byui-cse.github.io/wdd231-ww-course/week04/membership-small.webp,https://byui-cse.github.io/wdd231-ww-course/week04/assignment-04.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,example large screen,https://byui-cse.github.io/wdd231-ww-course/week04/membership-large.webp,https://byui-cse.github.io/wdd231-ww-course/week04/membership-large.webp,https://byui-cse.github.io/wdd231-ww-course/week04/assignment-04.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,Example of animation on initial page load,https://byui-cse.github.io/wdd231-ww-course/week04/animatelevels.mp4,https://byui-cse.github.io/wdd231-ww-course/week04/animatelevels.mp4,https://byui-cse.github.io/wdd231-ww-course/week04/assignment-04.html,,ok
excluded,duplicate canonical page alias,Web & Computer Programming,WDD 231,Web Frontend Development I,3,Back,https://byui-cse.github.io/wdd231-ww-course/week05/index.html,https://byui-cse.github.io/wdd231-ww-course/week05/,https://byui-cse.github.io/wdd231-ww-course/week05/prepare-ux-page-load.html,WDD 231 | Week 05 | Content,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,small screens,https://byui-cse.github.io/wdd231-ww-course/images/05small.webp,https://byui-cse.github.io/wdd231-ww-course/images/05small.webp,https://byui-cse.github.io/wdd231-ww-course/week05/assignment-05.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,medium screens,https://byui-cse.github.io/wdd231-ww-course/images/05medium.webp,https://byui-cse.github.io/wdd231-ww-course/images/05medium.webp,https://byui-cse.github.io/wdd231-ww-course/week05/assignment-05.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web & Computer Programming,WDD 231,Web Frontend Development I,3,large screens,https://byui-cse.github.io/wdd231-ww-course/images/05large.webp,https://byui-cse.github.io/wdd231-ww-course/images/05large.webp,https://byui-cse.github.io/wdd231-ww-course/week05/assignment-05.html,,ok
excluded,duplicate canonical page alias,Web & Computer Programming,WDD 231,Web Frontend Development I,3,Back,https://byui-cse.github.io/wdd231-ww-course/week07/index.html,https://byui-cse.github.io/wdd231-ww-course/week07/,https://byui-cse.github.io/wdd231-ww-course/week07/careers.html,WDD 231 | W07 | Course Content,ok
excluded,duplicate canonical page alias,Web Development,ITM 111,Introduction to Databases,2,Home,https://byui-cse.github.io/itm111-ww-course/index.html,https://byui-cse.github.io/itm111-ww-course/,https://byui-cse.github.io/itm111-ww-course/week01/index.html,ITM 111 | Home,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,ITM 111,Introduction to Databases,3,Data Gathering Activities Worksheet,https://byui-cse.github.io/itm111-ww-course/week01/files/data_gathering_activities.pdf,https://byui-cse.github.io/itm111-ww-course/week01/files/data_gathering_activities.pdf,https://byui-cse.github.io/itm111-ww-course/week01/activity-data-gathering.html,,ok
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,ITM 111,Introduction to Databases,3,datagathered_dump.sql,https://byui-cse.github.io/itm111-ww-course/week02/files/datagathered_dump.sql,https://byui-cse.github.io/itm111-ww-course/week02/files/datagathered_dump.sql,https://byui-cse.github.io/itm111-ww-course/week02/activity-sql-overview-hands-on.html,,fetch_error: HTTP Error 404: Not Found
excluded,"non-HTML/download/resource link, not a course page",Web Development,ITM 111,Introduction to Databases,3,datagathered_dump.sql,https://byui-cse.github.io/itm111-ww-course/week02/Files/datagathered_dump.sql,https://byui-cse.github.io/itm111-ww-course/week02/Files/datagathered_dump.sql,https://byui-cse.github.io/itm111-ww-course/week02/activity-sql-overview-hands-on.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,ITM 111,Introduction to Databases,3,Normalization Transcript,https://byui-cse.github.io/itm111-ww-course/week03/files/normalization-transcript.pdf,https://byui-cse.github.io/itm111-ww-course/week03/files/normalization-transcript.pdf,https://byui-cse.github.io/itm111-ww-course/week03/prepare.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,ITM 111,Introduction to Databases,3,Art Flat File Data,https://byui-cse.github.io/itm111-ww-course/week03/files/art_flatfile.xlsx,https://byui-cse.github.io/itm111-ww-course/week03/files/art_flatfile.xlsx,https://byui-cse.github.io/itm111-ww-course/week03/assignment-design-and-populate-art-database.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,ITM 111,Introduction to Databases,3,art_gallery.mwb,https://byui-cse.github.io/itm111-ww-course/week03/files/art_gallery.mwb,https://byui-cse.github.io/itm111-ww-course/week03/files/art_gallery.mwb,https://byui-cse.github.io/itm111-ww-course/week03/assignment-design-and-populate-art-database.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,ITM 111,Introduction to Databases,3,db-intro-database-setup.zip,https://byui-cse.github.io/itm111-ww-course/week04/files/db-intro-database-setup.zip,https://byui-cse.github.io/itm111-ww-course/week04/files/db-intro-database-setup.zip,https://byui-cse.github.io/itm111-ww-course/week04/activity-querying-databases.html,,ok
excluded,duplicate canonical page alias,Web Development,CSE 340,Web Backend Development,1,Home,https://byui-cse.github.io/cse340-ww-course/index.html,https://byui-cse.github.io/cse340-ww-course/,https://byui-cse.github.io/cse340-ww-course/,CSE 340 | Home,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,CSE 340,Web Backend Development,2,Outcome Mastery Report Template,https://byui-cse.github.io/cse340-ww-course/week07/cse340_outcome_mastery.docx,https://byui-cse.github.io/cse340-ww-course/week07/cse340_outcome_mastery.docx,https://byui-cse.github.io/cse340-ww-course/week07/ponder.html,,ok
excluded,duplicate canonical page alias,Web Development,CSE 341,Web Services,1,Home,https://byui-cse.github.io/cse341-ww-course/index.html,https://byui-cse.github.io/cse341-ww-course/,https://byui-cse.github.io/cse341-ww-course/,CSE 341 | Home,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,CSE 341,Web Services,3,starting template,https://byui-cse.github.io/cse341-ww-course/week04/resources/FinalProjectProposal.docx,https://byui-cse.github.io/cse341-ww-course/week04/resources/FinalProjectProposal.docx,https://byui-cse.github.io/cse341-ww-course/week04/team-activity.html,,ok
excluded,duplicate canonical page alias,Web Development,WDD 330,Web Frontend Development II,3,Back,https://byui-cse.github.io/wdd330-ww-course/week01/index.html,https://byui-cse.github.io/wdd330-ww-course/week01/,https://byui-cse.github.io/wdd330-ww-course/week01/prepare-workflow.html,WDD 330 | Week 01 | Course Content,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,WDD 330,Web Frontend Development II,3,Professional Development Document,https://byui-cse.github.io/wdd330-ww-course/week07/wdd330-professional-development.docx,https://byui-cse.github.io/wdd330-ww-course/week07/wdd330-professional-development.docx,https://byui-cse.github.io/wdd330-ww-course/week01/prepare-devdocs.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,WDD 330,Web Frontend Development II,3,Skills Development Document,https://byui-cse.github.io/wdd330-ww-course/week07/wdd330-skill-development.docx,https://byui-cse.github.io/wdd330-ww-course/week07/wdd330-skill-development.docx,https://byui-cse.github.io/wdd330-ww-course/week01/prepare-devdocs.html,,ok
excluded,duplicate canonical page alias,Web Development,WDD 330,Web Frontend Development II,3,Back,https://byui-cse.github.io/wdd330-ww-course/week02/index.html,https://byui-cse.github.io/wdd330-ww-course/week02/,https://byui-cse.github.io/wdd330-ww-course/week02/prepare-web-apis.html,WDD 330 | Week 02 | Course Content,ok
excluded,duplicate canonical page alias,Web Development,WDD 330,Web Frontend Development II,3,Back,https://byui-cse.github.io/wdd330-ww-course/week03/index.html,https://byui-cse.github.io/wdd330-ww-course/week03/,https://byui-cse.github.io/wdd330-ww-course/week03/prepare-forms.html,WDD 330 | Week 03 | Course Content,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,WDD 330,Web Frontend Development II,3,Tents (svg),https://byui-cse.github.io/wdd330-ww-course/images/category-tents.svg,https://byui-cse.github.io/wdd330-ww-course/images/category-tents.svg,https://byui-cse.github.io/wdd330-ww-course/week03/individual.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,WDD 330,Web Frontend Development II,3,Backpacks (svg),https://byui-cse.github.io/wdd330-ww-course/images/category-backpacks.svg,https://byui-cse.github.io/wdd330-ww-course/images/category-backpacks.svg,https://byui-cse.github.io/wdd330-ww-course/week03/individual.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,WDD 330,Web Frontend Development II,3,Sleeping Bags (svg),https://byui-cse.github.io/wdd330-ww-course/images/category-sleepingbags.svg,https://byui-cse.github.io/wdd330-ww-course/images/category-sleepingbags.svg,https://byui-cse.github.io/wdd330-ww-course/week03/individual.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,WDD 330,Web Frontend Development II,3,Hammocks (svg),https://byui-cse.github.io/wdd330-ww-course/images/category-hammocks.svg,https://byui-cse.github.io/wdd330-ww-course/images/category-hammocks.svg,https://byui-cse.github.io/wdd330-ww-course/week03/individual.html,,ok
excluded,duplicate canonical page alias,Web Development,WDD 330,Web Frontend Development II,3,Back,https://byui-cse.github.io/wdd330-ww-course/week04/index.html,https://byui-cse.github.io/wdd330-ww-course/week04/,https://byui-cse.github.io/wdd330-ww-course/week04/prepare-nested-css.html,WDD 330 | Week 04 | Course Content,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,WDD 330,Web Frontend Development II,3,Movie Night Mayhem,https://byui-cse.github.io/wdd330-ww-course/week04/WDD330-Project-Proposal-MovieNight-Example.pdf,https://byui-cse.github.io/wdd330-ww-course/week04/WDD330-Project-Proposal-MovieNight-Example.pdf,https://byui-cse.github.io/wdd330-ww-course/week04/final-proposal.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,WDD 330,Web Frontend Development II,3,Travel Buddy,https://byui-cse.github.io/wdd330-ww-course/week04/WDD330-Project-Proposal-TravelBuddy-Example.pdf,https://byui-cse.github.io/wdd330-ww-course/week04/WDD330-Project-Proposal-TravelBuddy-Example.pdf,https://byui-cse.github.io/wdd330-ww-course/week04/final-proposal.html,,ok
excluded,"non-HTML/download/resource link, not a course page",Web Development,WDD 330,Web Frontend Development II,3,Feast Together,https://byui-cse.github.io/wdd330-ww-course/week04/WDD330-Project-Proposal-FeastTogether-Example.pdf,https://byui-cse.github.io/wdd330-ww-course/week04/WDD330-Project-Proposal-FeastTogether-Example.pdf,https://byui-cse.github.io/wdd330-ww-course/week04/final-proposal.html,,ok
excluded,duplicate canonical page alias,Web Development,WDD 330,Web Frontend Development II,3,Back,https://byui-cse.github.io/wdd330-ww-course/week05/index.html,https://byui-cse.github.io/wdd330-ww-course/week05/,https://byui-cse.github.io/wdd330-ww-course/week05/prepare-functions-2.html,WDD 330 | Week 05 | Course Content,ok
excluded,duplicate canonical page alias,Web Development,WDD 430,Web Full-Stack Development,1,Week 01,https://byui-cse.github.io/wdd430-ww-course/week01,https://byui-cse.github.io/wdd430-ww-course/week01/,https://byui-cse.github.io/wdd430-ww-course/,WDD 430 | Week 01 | Course Content,ok
excluded,duplicate canonical page alias,Web Development,WDD 430,Web Full-Stack Development,1,Week 02,https://byui-cse.github.io/wdd430-ww-course/week02,https://byui-cse.github.io/wdd430-ww-course/week02/,https://byui-cse.github.io/wdd430-ww-course/,WDD 430 | Week 02 | Course Content,ok
excluded,duplicate canonical page alias,Web Development,WDD 430,Web Full-Stack Development,1,Week 03,https://byui-cse.github.io/wdd430-ww-course/week03,https://byui-cse.github.io/wdd430-ww-course/week03/,https://byui-cse.github.io/wdd430-ww-course/,WDD 430 | Week 03 | Course Content,ok
excluded,duplicate canonical page alias,Web Development,WDD 430,Web Full-Stack Development,1,Week 04,https://byui-cse.github.io/wdd430-ww-course/week04,https://byui-cse.github.io/wdd430-ww-course/week04/,https://byui-cse.github.io/wdd430-ww-course/,WDD 430 | Week 04 | Course Content,ok
excluded,duplicate canonical page alias,Web Development,WDD 430,Web Full-Stack Development,1,Week 05,https://byui-cse.github.io/wdd430-ww-course/week05,https://byui-cse.github.io/wdd430-ww-course/week05/,https://byui-cse.github.io/wdd430-ww-course/,WDD 430 | Week 05 | Course Content,ok
excluded,duplicate canonical page alias,Web Development,WDD 430,Web Full-Stack Development,1,Week 06,https://byui-cse.github.io/wdd430-ww-course/week06,https://byui-cse.github.io/wdd430-ww-course/week06/,https://byui-cse.github.io/wdd430-ww-course/,WDD 430 | Week 06 | Course Content,ok
excluded,duplicate canonical page alias,Web Development,WDD 430,Web Full-Stack Development,1,Week 07,https://byui-cse.github.io/wdd430-ww-course/week07,https://byui-cse.github.io/wdd430-ww-course/week07/,https://byui-cse.github.io/wdd430-ww-course/,WDD 430 | Week 07 | Course Content,ok
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Tools,https://byui-cse.github.io/wdd430-ww-course/setup-course-tools.html,https://byui-cse.github.io/wdd430-ww-course/setup-course-tools.html,https://byui-cse.github.io/wdd430-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Team Sign-up,https://byui-cse.github.io/wdd430-ww-course/setup-teams.html,https://byui-cse.github.io/wdd430-ww-course/setup-teams.html,https://byui-cse.github.io/wdd430-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,What is Web Full-Stack Development?,https://byui-cse.github.io/wdd430-ww-course/prepare-fullstack.html,https://byui-cse.github.io/wdd430-ww-course/prepare-fullstack.html,https://byui-cse.github.io/wdd430-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,What is React?,https://byui-cse.github.io/wdd430-ww-course/prepare-react.html,https://byui-cse.github.io/wdd430-ww-course/prepare-react.html,https://byui-cse.github.io/wdd430-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,From JavaScript to React,https://byui-cse.github.io/wdd430-ww-course/prepare-js-to-react.html,https://byui-cse.github.io/wdd430-ww-course/prepare-js-to-react.html,https://byui-cse.github.io/wdd430-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,React Introduction Project,https://byui-cse.github.io/wdd430-ww-course/assignment-react-intro.html,https://byui-cse.github.io/wdd430-ww-course/assignment-react-intro.html,https://byui-cse.github.io/wdd430-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Team Organization,https://byui-cse.github.io/wdd430-ww-course/group-project-01.html,https://byui-cse.github.io/wdd430-ww-course/group-project-01.html,https://byui-cse.github.io/wdd430-ww-course/week01,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,What is Next.js?,https://byui-cse.github.io/wdd430-ww-course/prepare-what-is-nextjs.html,https://byui-cse.github.io/wdd430-ww-course/prepare-what-is-nextjs.html,https://byui-cse.github.io/wdd430-ww-course/week02,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,React to Next.js,https://byui-cse.github.io/wdd430-ww-course/prepare-react-to-nextjs.html,https://byui-cse.github.io/wdd430-ww-course/prepare-react-to-nextjs.html,https://byui-cse.github.io/wdd430-ww-course/week02,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Next.js Application Tutorial,https://byui-cse.github.io/wdd430-ww-course/assignment-learnnextjs.html,https://byui-cse.github.io/wdd430-ww-course/assignment-learnnextjs.html,https://byui-cse.github.io/wdd430-ww-course/week02,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Team Project,https://byui-cse.github.io/wdd430-ww-course/group-project-02.html,https://byui-cse.github.io/wdd430-ww-course/group-project-02.html,https://byui-cse.github.io/wdd430-ww-course/week02,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Learn Next.js,https://byui-cse.github.io/wdd430-ww-course/prepare-nextjsapp.html,https://byui-cse.github.io/wdd430-ww-course/prepare-nextjsapp.html,https://byui-cse.github.io/wdd430-ww-course/week03,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Group Project,https://byui-cse.github.io/wdd430-ww-course/group-project-03.html,https://byui-cse.github.io/wdd430-ww-course/group-project-03.html,https://byui-cse.github.io/wdd430-ww-course/week03,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Typescript,https://byui-cse.github.io/wdd430-ww-course/prepare-typescript.html,https://byui-cse.github.io/wdd430-ww-course/prepare-typescript.html,https://byui-cse.github.io/wdd430-ww-course/week04,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Team Project Checkpoint,https://byui-cse.github.io/wdd430-ww-course/group-project-04.html,https://byui-cse.github.io/wdd430-ww-course/group-project-04.html,https://byui-cse.github.io/wdd430-ww-course/week04,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Peer Review with Feedback,https://byui-cse.github.io/wdd430-ww-course/group-project-04-review.html,https://byui-cse.github.io/wdd430-ww-course/group-project-04-review.html,https://byui-cse.github.io/wdd430-ww-course/week04,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Team Project Checkpoint,https://byui-cse.github.io/wdd430-ww-course/group-project-05.html,https://byui-cse.github.io/wdd430-ww-course/group-project-05.html,https://byui-cse.github.io/wdd430-ww-course/week05,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Team Project Checkpoint,https://byui-cse.github.io/wdd430-ww-course/group-project-06.html,https://byui-cse.github.io/wdd430-ww-course/group-project-06.html,https://byui-cse.github.io/wdd430-ww-course/week06,,fetch_error: HTTP Error 404: Not Found
excluded,fetch_error: HTTP Error 404: Not Found,Web Development,WDD 430,Web Full-Stack Development,2,Completion,https://byui-cse.github.io/wdd430-ww-course/group-project-07.html,https://byui-cse.github.io/wdd430-ww-course/group-project-07.html,https://byui-cse.github.io/wdd430-ww-course/week07,,fetch_error: HTTP Error 404: Not Found
