certificate,course_code,course_title,lesson,page_type,depth,link_text,url,source_page,html_title,status,audit_note
Web & Computer Programming,CSE 110,Introduction to Programming,Course Home,course_home,0,Course Home,https://byui-cse.github.io/cse110-ww-course/,https://byui-cse.github.io/cse110-ww-course/,CSE 110 | Home,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,week_home,1,W1,https://byui-cse.github.io/cse110-ww-course/week01/,https://byui-cse.github.io/cse110-ww-course/,CSE 110,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,lesson_subpage,2,AI Policy,https://byui-cse.github.io/cse110-ww-course/week01/ai-assisted-development.html,https://byui-cse.github.io/cse110-ww-course/week01/,CSE 110 | AI-Policy,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,lesson_subpage,2,Input/Output,https://byui-cse.github.io/cse110-ww-course/week01/check-understanding.html,https://byui-cse.github.io/cse110-ww-course/week01/,CSE 110 | Check Your Understanding,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,lesson_subpage,2,ID Badge Generator,https://byui-cse.github.io/cse110-ww-course/week01/code-along.html,https://byui-cse.github.io/cse110-ww-course/week01/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,lesson_subpage,2,Reflection,https://byui-cse.github.io/cse110-ww-course/week01/ponder.html,https://byui-cse.github.io/cse110-ww-course/week01/,CSE 110 | Reflection,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,lesson_subpage,2,Your First Program,https://byui-cse.github.io/cse110-ww-course/week01/prepare-1-first-program.html,https://byui-cse.github.io/cse110-ww-course/week01/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,lesson_subpage,2,Input and Output,https://byui-cse.github.io/cse110-ww-course/week01/prepare-2-input-output.html,https://byui-cse.github.io/cse110-ww-course/week01/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,lesson_subpage,2,Clever Stories,https://byui-cse.github.io/cse110-ww-course/week01/project.html,https://byui-cse.github.io/cse110-ww-course/week01/,CSE 110 | Project,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,lesson_subpage,2,Tools,https://byui-cse.github.io/cse110-ww-course/week01/setup.html,https://byui-cse.github.io/cse110-ww-course/week01/,CSE 110 | Course Setup,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse110-ww-course/week01/samples/codealong_idbadge_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week01/code-along.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week01/samples/prepare01_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week01/prepare-1-first-program.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 01,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week01/samples/prepare02_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week01/prepare-2-input-output.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 02,week_home,1,W2,https://byui-cse.github.io/cse110-ww-course/week02/,https://byui-cse.github.io/cse110-ww-course/,CSE 110,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 02,lesson_subpage,2,Variables and Expressions,https://byui-cse.github.io/cse110-ww-course/week02/check-understanding.html,https://byui-cse.github.io/cse110-ww-course/week02/,CSE 110 | Check Your Understanding,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 02,lesson_subpage,2,Area of Shapes,https://byui-cse.github.io/cse110-ww-course/week02/code-along.html,https://byui-cse.github.io/cse110-ww-course/week02/,CSE 110 | Code-along Activity,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 02,lesson_subpage,2,Reflection,https://byui-cse.github.io/cse110-ww-course/week02/ponder.html,https://byui-cse.github.io/cse110-ww-course/week02/,CSE 110 | Reflection,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 02,lesson_subpage,2,Numeric Variables,https://byui-cse.github.io/cse110-ww-course/week02/prepare-1-numeric.html,https://byui-cse.github.io/cse110-ww-course/week02/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 02,lesson_subpage,2,Mathematical Expressions,https://byui-cse.github.io/cse110-ww-course/week02/prepare-2-math.html,https://byui-cse.github.io/cse110-ww-course/week02/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 02,lesson_subpage,2,Meal Price Calculator,https://byui-cse.github.io/cse110-ww-course/week02/project.html,https://byui-cse.github.io/cse110-ww-course/week02/,CSE 110 | Project,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 02,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse110-ww-course/week02/samples/codealong_areas_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week02/code-along.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 02,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week02/samples/prepare_math_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week02/prepare-1-numeric.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 02,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week02/samples/prepare_temperature_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week02/prepare-2-math.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 03,week_home,1,W3,https://byui-cse.github.io/cse110-ww-course/week03/,https://byui-cse.github.io/cse110-ww-course/,CSE 110,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 03,lesson_subpage,2,Decisions,https://byui-cse.github.io/cse110-ww-course/week03/check-understanding.html,https://byui-cse.github.io/cse110-ww-course/week03/,CSE 110 | Check Your Understanding,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 03,lesson_subpage,2,Grade Calculator Program,https://byui-cse.github.io/cse110-ww-course/week03/code-along.html,https://byui-cse.github.io/cse110-ww-course/week03/,CSE 110 | Code-along Activity,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 03,lesson_subpage,2,Reflection,https://byui-cse.github.io/cse110-ww-course/week03/ponder.html,https://byui-cse.github.io/cse110-ww-course/week03/,CSE 110 | Reflection,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 03,lesson_subpage,2,Complex Conditions,https://byui-cse.github.io/cse110-ww-course/week03/prepare-complex-conditions.html,https://byui-cse.github.io/cse110-ww-course/week03/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 03,lesson_subpage,2,If Statements,https://byui-cse.github.io/cse110-ww-course/week03/prepare-if-statements.html,https://byui-cse.github.io/cse110-ww-course/week03/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 03,lesson_subpage,2,Adventure Game,https://byui-cse.github.io/cse110-ww-course/week03/project.html,https://byui-cse.github.io/cse110-ww-course/week03/,CSE 110 | Project,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 03,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse110-ww-course/week03/samples/codealong_grades_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week03/code-along.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 03,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week03/samples/prepare_ifs_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week03/prepare-if-statements.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 03,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week03/samples/prepare_loans_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week03/prepare-complex-conditions.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,week_home,1,W4,https://byui-cse.github.io/cse110-ww-course/week04/,https://byui-cse.github.io/cse110-ww-course/,CSE 110,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,lesson_subpage,2,Loops,https://byui-cse.github.io/cse110-ww-course/week04/check-understanding.html,https://byui-cse.github.io/cse110-ww-course/week04/,CSE 110 | Check Your Understanding,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,lesson_subpage,2,Guess My Number,https://byui-cse.github.io/cse110-ww-course/week04/code-along.html,https://byui-cse.github.io/cse110-ww-course/week04/,CSE 110 | Code-along Activity,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,lesson_subpage,2,Reflection,https://byui-cse.github.io/cse110-ww-course/week04/ponder.html,https://byui-cse.github.io/cse110-ww-course/week04/,CSE 110 | Reflection,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,lesson_subpage,2,While Loops,https://byui-cse.github.io/cse110-ww-course/week04/prepare-1-while-loops.html,https://byui-cse.github.io/cse110-ww-course/week04/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,lesson_subpage,2,For Loop,https://byui-cse.github.io/cse110-ww-course/week04/prepare-2-for-loops.html,https://byui-cse.github.io/cse110-ww-course/week04/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,lesson_subpage,2,Looping Through Strings,https://byui-cse.github.io/cse110-ww-course/week04/prepare-3-string-iteration.html,https://byui-cse.github.io/cse110-ww-course/week04/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,lesson_subpage,2,Word Puzzle,https://byui-cse.github.io/cse110-ww-course/week04/project.html,https://byui-cse.github.io/cse110-ww-course/week04/,CSE 110 | Project,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse110-ww-course/week04/samples/codealong_guess_number_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week04/code-along.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week04/samples/prepare_for_loops_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week04/prepare-2-for-loops.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week04/samples/prepare_strings_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week04/prepare-3-string-iteration.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 04,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week04/samples/prepare_while_loops_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week04/prepare-1-while-loops.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 05,week_home,1,W5,https://byui-cse.github.io/cse110-ww-course/week05/,https://byui-cse.github.io/cse110-ww-course/,CSE 110,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 05,lesson_subpage,2,Lists,https://byui-cse.github.io/cse110-ww-course/week05/check-understanding.html,https://byui-cse.github.io/cse110-ww-course/week05/,CSE 110 | Check Your Understanding,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 05,lesson_subpage,2,Lists of Numbers,https://byui-cse.github.io/cse110-ww-course/week05/code-along.html,https://byui-cse.github.io/cse110-ww-course/week05/,CSE 110 | Code-along Activity,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 05,lesson_subpage,2,Reflection,https://byui-cse.github.io/cse110-ww-course/week05/ponder.html,https://byui-cse.github.io/cse110-ww-course/week05/,CSE 110 | Reflection,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 05,lesson_subpage,2,Lists,https://byui-cse.github.io/cse110-ww-course/week05/prepare-1-lists.html,https://byui-cse.github.io/cse110-ww-course/week05/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 05,lesson_subpage,2,List Indexes,https://byui-cse.github.io/cse110-ww-course/week05/prepare-2-list-indexes.html,https://byui-cse.github.io/cse110-ww-course/week05/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 05,lesson_subpage,2,Shopping Cart,https://byui-cse.github.io/cse110-ww-course/week05/project.html,https://byui-cse.github.io/cse110-ww-course/week05/,CSE 110 | Project,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 05,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse110-ww-course/week05/samples/codealong_numbers_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week05/code-along.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 05,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week05/samples/prepare_friends_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week05/prepare-1-lists.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 05,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week05/samples/prepare_indexes_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week05/prepare-2-list-indexes.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 06,week_home,1,W6,https://byui-cse.github.io/cse110-ww-course/week06/,https://byui-cse.github.io/cse110-ww-course/,CSE 110,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 06,lesson_subpage,2,Files,https://byui-cse.github.io/cse110-ww-course/week06/check-understanding.html,https://byui-cse.github.io/cse110-ww-course/week06/,CSE 110 | Check Your Understanding,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 06,lesson_subpage,2,Human Resources System,https://byui-cse.github.io/cse110-ww-course/week06/code-along.html,https://byui-cse.github.io/cse110-ww-course/week06/,CSE 110 | Code-along Activity,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 06,lesson_subpage,2,Reflection,https://byui-cse.github.io/cse110-ww-course/week06/ponder.html,https://byui-cse.github.io/cse110-ww-course/week06/,CSE 110 | Reflection,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 06,lesson_subpage,2,Working with Files,https://byui-cse.github.io/cse110-ww-course/week06/prepare-1-files.html,https://byui-cse.github.io/cse110-ww-course/week06/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 06,lesson_subpage,2,Data in Files,https://byui-cse.github.io/cse110-ww-course/week06/prepare-2-data-in-files.html,https://byui-cse.github.io/cse110-ww-course/week06/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 06,lesson_subpage,2,Data Analysis,https://byui-cse.github.io/cse110-ww-course/week06/project.html,https://byui-cse.github.io/cse110-ww-course/week06/,CSE 110 | Project,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 06,lesson_subpage,3,Life Expectancy Data License,https://byui-cse.github.io/cse110-ww-course/week06/life-expectancy-license.html,https://byui-cse.github.io/cse110-ww-course/week06/project.html,CSE 110 | Data License,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 06,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse110-ww-course/week06/samples/codealong_hr_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week06/code-along.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 06,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week06/samples/prepare_files_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week06/prepare-1-files.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 06,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week06/samples/prepare_people_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week06/prepare-2-data-in-files.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 07,week_home,1,W7,https://byui-cse.github.io/cse110-ww-course/week07/,https://byui-cse.github.io/cse110-ww-course/,CSE 110,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 07,lesson_subpage,2,W07 Final Course Reflection,https://byui-cse.github.io/cse110-ww-course/week07/ponder.html,https://byui-cse.github.io/cse110-ww-course/week07/,CSE 110 | Reflection,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 07,lesson_subpage,2,Functions,https://byui-cse.github.io/cse110-ww-course/week07/prepare-1-functions.html,https://byui-cse.github.io/cse110-ww-course/week07/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 07,lesson_subpage,2,Function Practice,https://byui-cse.github.io/cse110-ww-course/week07/prepare-2-practice.html,https://byui-cse.github.io/cse110-ww-course/week07/,CSE 110 | Learning Activities,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 07,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week07/samples/prepare_areas_functions_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week07/prepare-2-practice.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 110,Introduction to Programming,Week 07,lesson_subpage,3,Sample Solution,https://byui-cse.github.io/cse110-ww-course/week07/samples/prepare_display_functions_sample_py.html,https://byui-cse.github.io/cse110-ww-course/week07/prepare-1-functions.html,CSE 110 | Sample Solution,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Course Home,course_home,0,Course Home,https://byui-cse.github.io/cse111-ww-course/,https://byui-cse.github.io/cse111-ww-course/,CSE 111 | Home,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 01,week_home,1,W1,https://byui-cse.github.io/cse111-ww-course/week01/,https://byui-cse.github.io/cse111-ww-course/,CSE 111,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 01,lesson_subpage,2,Python Review and Calling Functions,https://byui-cse.github.io/cse111-ww-course/week01/check-understanding.html,https://byui-cse.github.io/cse111-ww-course/week01/,CSE 111 | Check Your Understanding,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 01,lesson_subpage,2,Discount,https://byui-cse.github.io/cse111-ww-course/week01/code-along.html,https://byui-cse.github.io/cse111-ww-course/week01/,CSE 111 | Code-along Activity,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 01,lesson_subpage,2,Reflection,https://byui-cse.github.io/cse111-ww-course/week01/ponder.html,https://byui-cse.github.io/cse111-ww-course/week01/,CSE 111 | Reflection,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 01,lesson_subpage,2,Python Review,https://byui-cse.github.io/cse111-ww-course/week01/prepare-1.html,https://byui-cse.github.io/cse111-ww-course/week01/,CSE 111 | Learning Activities,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 01,lesson_subpage,2,Calling Functions,https://byui-cse.github.io/cse111-ww-course/week01/prepare-2.html,https://byui-cse.github.io/cse111-ww-course/week01/,CSE 111 | Learning Activities,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 01,lesson_subpage,2,Tire Volume,https://byui-cse.github.io/cse111-ww-course/week01/project.html,https://byui-cse.github.io/cse111-ww-course/week01/,CSE 111 | Project: Tire Volume,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 01,lesson_subpage,2,Tools,https://byui-cse.github.io/cse111-ww-course/week01/setup.html,https://byui-cse.github.io/cse111-ww-course/week01/,CSE 111 | Course Setup,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 01,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse111-ww-course/week01/samples/check-1_solution.html,https://byui-cse.github.io/cse111-ww-course/week01/prepare-1.html,CSE 111 | Sample Solution,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 01,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse111-ww-course/week01/samples/check-2_solution.html,https://byui-cse.github.io/cse111-ww-course/week01/prepare-2.html,CSE 111 | Sample Solution,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 01,lesson_subpage,3,solution,https://byui-cse.github.io/cse111-ww-course/week01/samples/code_along_solution.html,https://byui-cse.github.io/cse111-ww-course/week01/code-along.html,CSE 111 | Sample Solution,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 02,week_home,1,W2,https://byui-cse.github.io/cse111-ww-course/week02/,https://byui-cse.github.io/cse111-ww-course/,CSE 111,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 02,lesson_subpage,2,Writing Functions,https://byui-cse.github.io/cse111-ww-course/week02/check-understanding.html,https://byui-cse.github.io/cse111-ww-course/week02/,CSE 111 | Check Your Understanding,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 02,lesson_subpage,2,Can Efficiency,https://byui-cse.github.io/cse111-ww-course/week02/code-along.html,https://byui-cse.github.io/cse111-ww-course/week02/,CSE 111 | Code-along Activity,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 02,lesson_subpage,2,Reflection,https://byui-cse.github.io/cse111-ww-course/week02/ponder.html,https://byui-cse.github.io/cse111-ww-course/week02/,CSE 111 | Reflection,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 02,lesson_subpage,2,Writing Functions,https://byui-cse.github.io/cse111-ww-course/week02/prepare-1.html,https://byui-cse.github.io/cse111-ww-course/week02/,CSE 111 | Learning Activities,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 02,lesson_subpage,2,Function Details,https://byui-cse.github.io/cse111-ww-course/week02/prepare-2.html,https://byui-cse.github.io/cse111-ww-course/week02/,CSE 111 | Learning Activities,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 02,lesson_subpage,2,Password Strength,https://byui-cse.github.io/cse111-ww-course/week02/project.html,https://byui-cse.github.io/cse111-ww-course/week02/,CSE 111 | Project: Password Strength,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 02,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse111-ww-course/week02/samples/check-1_solution.html,https://byui-cse.github.io/cse111-ww-course/week02/prepare-1.html,CSE 111 | Sample Solution,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 02,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse111-ww-course/week02/samples/check-2_solution.html,https://byui-cse.github.io/cse111-ww-course/week02/prepare-2.html,CSE 111 | Sample Solution,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 02,lesson_subpage,3,solution,https://byui-cse.github.io/cse111-ww-course/week02/samples/code_along_solution.html,https://byui-cse.github.io/cse111-ww-course/week02/code-along.html,CSE 111 | Sample Solution,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 03,week_home,1,W3,https://byui-cse.github.io/cse111-ww-course/week03/,https://byui-cse.github.io/cse111-ww-course/,CSE 111,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 03,lesson_subpage,2,Testing and Fixing Functions,https://byui-cse.github.io/cse111-ww-course/week03/check-understanding.html,https://byui-cse.github.io/cse111-ww-course/week03/,CSE 111 | Check Your Understanding,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 03,lesson_subpage,2,Testing and Fixing Functions,https://byui-cse.github.io/cse111-ww-course/week03/code-along.html,https://byui-cse.github.io/cse111-ww-course/week03/,CSE 111 | Code-along Activity,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 03,lesson_subpage,2,Reflection,https://byui-cse.github.io/cse111-ww-course/week03/ponder.html,https://byui-cse.github.io/cse111-ww-course/week03/,CSE 111 | Reflection,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 03,lesson_subpage,2,Testing Functions,https://byui-cse.github.io/cse111-ww-course/week03/prepare-1.html,https://byui-cse.github.io/cse111-ww-course/week03/,CSE 111 | Learning Activities,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 03,lesson_subpage,2,Troubleshooting Functions,https://byui-cse.github.io/cse111-ww-course/week03/prepare-2.html,https://byui-cse.github.io/cse111-ww-course/week03/,CSE 111 | Learning Activities,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 03,lesson_subpage,2,Water Pressure,https://byui-cse.github.io/cse111-ww-course/week03/project.html,https://byui-cse.github.io/cse111-ww-course/week03/,CSE 111 | Project: Water Pressure,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 03,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse111-ww-course/week03/samples/check_solution.html,https://byui-cse.github.io/cse111-ww-course/week03/prepare-1.html,CSE 111 | Sample Solution,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 03,lesson_subpage,3,solution,https://byui-cse.github.io/cse111-ww-course/week03/samples/code_along_solution.html,https://byui-cse.github.io/cse111-ww-course/week03/code-along.html,CSE 111 | Sample Solution,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 04,week_home,1,W4,https://byui-cse.github.io/cse111-ww-course/week04/,https://byui-cse.github.io/cse111-ww-course/,CSE 111,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 04,lesson_subpage,2,Lists and Dictionaries,https://byui-cse.github.io/cse111-ww-course/week04/check-understanding.html,https://byui-cse.github.io/cse111-ww-course/week04/,CSE 111 | Check Your Understanding,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 04,lesson_subpage,2,Lists,https://byui-cse.github.io/cse111-ww-course/week04/code-along.html,https://byui-cse.github.io/cse111-ww-course/week04/,CSE 111 | Code-along Activity,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 04,lesson_subpage,2,Reflection,https://byui-cse.github.io/cse111-ww-course/week04/ponder.html,https://byui-cse.github.io/cse111-ww-course/week04/,CSE 111 | Reflection,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 04,lesson_subpage,2,Lists,https://byui-cse.github.io/cse111-ww-course/week04/prepare-1.html,https://byui-cse.github.io/cse111-ww-course/week04/,CSE 111 | Learning Activities,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 04,lesson_subpage,2,Dictionaries,https://byui-cse.github.io/cse111-ww-course/week04/prepare-2.html,https://byui-cse.github.io/cse111-ww-course/week04/,CSE 111 | Learning Activities,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 04,lesson_subpage,2,Chemistry,https://byui-cse.github.io/cse111-ww-course/week04/project.html,https://byui-cse.github.io/cse111-ww-course/week04/,CSE 111 | Project: Chemistry,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 04,lesson_subpage,3,sample solution,https://byui-cse.github.io/cse111-ww-course/week04/samples/check_solution.html,https://byui-cse.github.io/cse111-ww-course/week04/prepare-2.html,CSE 111 | Sample Solution,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 04,lesson_subpage,3,solution,https://byui-cse.github.io/cse111-ww-course/week04/samples/code_along_solution.html,https://byui-cse.github.io/cse111-ww-course/week04/code-along.html,CSE 111 | Sample Solution,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 05,week_home,1,W5,https://byui-cse.github.io/cse111-ww-course/week05/,https://byui-cse.github.io/cse111-ww-course/,CSE 111,ok,
Web & Computer Programming,CSE 111,Programming with Functions,Week 05,lesson_subpage,2,Text FIles and Exceptions,https://byui-cse.github.io/cse111-ww-course/week05/check-understanding.html,https://byui-cse.github.io/cse111-ww-course/week05/,CSE 111 | Check Your Understanding,ok,
